Table 1,,,,,,,,
,Post menstrual age,,Gender,Parameter,,L,M,S
fenton_2025,22.5,weeks,f,head_circ,cm,1,19.4468341,0.067534449
fenton_2025,22.57142857,weeks,f,head_circ,cm,1,19.51223903,0.067325974
fenton_2025,22.71428571,weeks,f,head_circ,cm,1,19.66436581,0.06684136
fenton_2025,22.85714286,weeks,f,head_circ,cm,1,19.81656037,0.066357389
fenton_2025,23,weeks,f,head_circ,cm,1,19.9688679,0.06587449
fenton_2025,23.14285714,weeks,f,head_circ,cm,1,20.12133359,0.065393091
fenton_2025,23.28571429,weeks,f,head_circ,cm,1,20.27400262,0.064913622
fenton_2025,23.42857143,weeks,f,head_circ,cm,1,20.42692019,0.064436511
fenton_2025,23.57142857,weeks,f,head_circ,cm,1,20.58012819,0.063962235
fenton_2025,23.71428571,weeks,f,head_circ,cm,1,20.73359279,0.063492382
fenton_2025,23.85714286,weeks,f,head_circ,cm,1,20.88720444,0.063029654
fenton_2025,24,weeks,f,head_circ,cm,1,21.04085032,0.062576797
fenton_2025,24.14285714,weeks,f,head_circ,cm,1,21.19441759,0.062136561
fenton_2025,24.28571429,weeks,f,head_circ,cm,1,21.3477934,0.061711694
fenton_2025,24.42857143,weeks,f,head_circ,cm,1,21.50086492,0.061304944
fenton_2025,24.57142857,weeks,f,head_circ,cm,1,21.65352275,0.060919023
fenton_2025,24.71428571,weeks,f,head_circ,cm,1,21.80573626,0.0605558
fenton_2025,24.85714286,weeks,f,head_circ,cm,1,21.95755365,0.060216302
fenton_2025,25,weeks,f,head_circ,cm,1,22.10902654,0.05990152
fenton_2025,25.14285714,weeks,f,head_circ,cm,1,22.26020655,0.059612443
fenton_2025,25.28571429,weeks,f,head_circ,cm,1,22.41114528,0.059350062
fenton_2025,25.42857143,weeks,f,head_circ,cm,1,22.56189437,0.059115367
fenton_2025,25.57142857,weeks,f,head_circ,cm,1,22.71250459,0.058909219
fenton_2025,25.71428571,weeks,f,head_circ,cm,1,22.86300788,0.058729536
fenton_2025,25.85714286,weeks,f,head_circ,cm,1,23.01341725,0.058571286
fenton_2025,26,weeks,f,head_circ,cm,1,23.16374493,0.058429313
fenton_2025,26.14285714,weeks,f,head_circ,cm,1,23.3140031,0.058298458
fenton_2025,26.28571429,weeks,f,head_circ,cm,1,23.464204,0.058173562
fenton_2025,26.42857143,weeks,f,head_circ,cm,1,23.61435982,0.058049469
fenton_2025,26.57142857,weeks,f,head_circ,cm,1,23.76448156,0.057921133
fenton_2025,26.71428571,weeks,f,head_circ,cm,1,23.91455218,0.057786144
fenton_2025,26.85714286,weeks,f,head_circ,cm,1,24.06452662,0.057644721
fenton_2025,27,weeks,f,head_circ,cm,1,24.21435861,0.057497197
fenton_2025,27.14285714,weeks,f,head_circ,cm,1,24.36400187,0.057343908
fenton_2025,27.28571429,weeks,f,head_circ,cm,1,24.51341011,0.057185187
fenton_2025,27.42857143,weeks,f,head_circ,cm,1,24.66253706,0.057021369
fenton_2025,27.57142857,weeks,f,head_circ,cm,1,24.81134197,0.056852746
fenton_2025,27.71428571,weeks,f,head_circ,cm,1,24.95991119,0.056678654
fenton_2025,27.85714286,weeks,f,head_circ,cm,1,25.10845821,0.056497472
fenton_2025,28,weeks,f,head_circ,cm,1,25.257202,0.056307538
fenton_2025,28.14285714,weeks,f,head_circ,cm,1,25.40636158,0.056107191
fenton_2025,28.28571429,weeks,f,head_circ,cm,1,25.55615594,0.055894768
fenton_2025,28.42857143,weeks,f,head_circ,cm,1,25.70680407,0.055668607
fenton_2025,28.57142857,weeks,f,head_circ,cm,1,25.85850277,0.055427206
fenton_2025,28.71428571,weeks,f,head_circ,cm,1,26.01093817,0.055172743
fenton_2025,28.85714286,weeks,f,head_circ,cm,1,26.16328572,0.054911076
fenton_2025,29,weeks,f,head_circ,cm,1,26.31469868,0.054648223
fenton_2025,29.14285714,weeks,f,head_circ,cm,1,26.4643303,0.054390202
fenton_2025,29.28571429,weeks,f,head_circ,cm,1,26.61133384,0.054143031
fenton_2025,29.42857143,weeks,f,head_circ,cm,1,26.75486254,0.053912728
fenton_2025,29.57142857,weeks,f,head_circ,cm,1,26.8941119,0.053705121
fenton_2025,29.71428571,weeks,f,head_circ,cm,1,27.02924878,0.053521648
fenton_2025,29.85714286,weeks,f,head_circ,cm,1,27.16141139,0.053359355
fenton_2025,30,weeks,f,head_circ,cm,1,27.29178021,0.0532151
fenton_2025,30.14285714,weeks,f,head_circ,cm,1,27.42153569,0.05308574
fenton_2025,30.28571429,weeks,f,head_circ,cm,1,27.55185829,0.052968132
fenton_2025,30.42857143,weeks,f,head_circ,cm,1,27.68392847,0.052859133
fenton_2025,30.57142857,weeks,f,head_circ,cm,1,27.81888351,0.052755531
fenton_2025,30.71428571,weeks,f,head_circ,cm,1,27.95686759,0.052652513
fenton_2025,30.85714286,weeks,f,head_circ,cm,1,28.09703176,0.052543668
fenton_2025,31,weeks,f,head_circ,cm,1,28.23848393,0.052422514
fenton_2025,31.14285714,weeks,f,head_circ,cm,1,28.38033197,0.052282571
fenton_2025,31.28571429,weeks,f,head_circ,cm,1,28.52168377,0.052117357
fenton_2025,31.42857143,weeks,f,head_circ,cm,1,28.66164722,0.051920392
fenton_2025,31.57142857,weeks,f,head_circ,cm,1,28.79935758,0.051685548
fenton_2025,31.71428571,weeks,f,head_circ,cm,1,28.93457982,0.051414858
fenton_2025,31.85714286,weeks,f,head_circ,cm,1,29.06770863,0.051118514
fenton_2025,32,weeks,f,head_circ,cm,1,29.19916607,0.050807062
fenton_2025,32.14285714,weeks,f,head_circ,cm,1,29.32937419,0.050491047
fenton_2025,32.28571429,weeks,f,head_circ,cm,1,29.45875505,0.050181016
fenton_2025,32.42857143,weeks,f,head_circ,cm,1,29.58773071,0.049887515
fenton_2025,32.57142857,weeks,f,head_circ,cm,1,29.71670901,0.049620665
fenton_2025,32.71428571,weeks,f,head_circ,cm,1,29.84577043,0.049380806
fenton_2025,32.85714286,weeks,f,head_circ,cm,1,29.97466819,0.049158498
fenton_2025,33,weeks,f,head_circ,cm,1,30.10314122,0.048943877
fenton_2025,33.14285714,weeks,f,head_circ,cm,1,30.23092848,0.048727078
fenton_2025,33.28571429,weeks,f,head_circ,cm,1,30.35776893,0.048498236
fenton_2025,33.42857143,weeks,f,head_circ,cm,1,30.48340152,0.048247486
fenton_2025,33.57142857,weeks,f,head_circ,cm,1,30.60757396,0.047965356
fenton_2025,33.71428571,weeks,f,head_circ,cm,1,30.73023509,0.047651428
fenton_2025,33.85714286,weeks,f,head_circ,cm,1,30.8515349,0.047314332
fenton_2025,34,weeks,f,head_circ,cm,1,30.97163213,0.046963094
fenton_2025,34.14285714,weeks,f,head_circ,cm,1,31.09068552,0.04660674
fenton_2025,34.28571429,weeks,f,head_circ,cm,1,31.20885381,0.046254295
fenton_2025,34.42857143,weeks,f,head_circ,cm,1,31.32629573,0.045914785
fenton_2025,34.57142857,weeks,f,head_circ,cm,1,31.44316083,0.045596966
fenton_2025,34.71428571,weeks,f,head_circ,cm,1,31.55938724,0.045303423
fenton_2025,34.85714286,weeks,f,head_circ,cm,1,31.67470165,0.045030567
fenton_2025,35,weeks,f,head_circ,cm,1,31.78882157,0.04477454
fenton_2025,35.14285714,weeks,f,head_circ,cm,1,31.90146451,0.044531485
fenton_2025,35.28571429,weeks,f,head_circ,cm,1,32.01234797,0.044297545
fenton_2025,35.42857143,weeks,f,head_circ,cm,1,32.12118948,0.044068862
fenton_2025,35.57142857,weeks,f,head_circ,cm,1,32.22771317,0.043841628
fenton_2025,35.71428571,weeks,f,head_circ,cm,1,32.33179592,0.043613175
fenton_2025,35.85714286,weeks,f,head_circ,cm,1,32.43346737,0.043381973
fenton_2025,36,weeks,f,head_circ,cm,1,32.53276376,0.04314654
fenton_2025,36.14285714,weeks,f,head_circ,cm,1,32.62972136,0.042905397
fenton_2025,36.28571429,weeks,f,head_circ,cm,1,32.72437643,0.042657062
fenton_2025,36.42857143,weeks,f,head_circ,cm,1,32.81676523,0.042400056
fenton_2025,36.57142857,weeks,f,head_circ,cm,1,32.90692659,0.042133019
fenton_2025,36.71428571,weeks,f,head_circ,cm,1,32.99495824,0.041857395
fenton_2025,36.85714286,weeks,f,head_circ,cm,1,33.08101687,0.041577432
fenton_2025,37,weeks,f,head_circ,cm,1,33.16526171,0.041297499
fenton_2025,37.14285714,weeks,f,head_circ,cm,1,33.247852,0.041021964
fenton_2025,37.28571429,weeks,f,head_circ,cm,1,33.32894697,0.040755196
fenton_2025,37.42857143,weeks,f,head_circ,cm,1,33.40870586,0.040501564
fenton_2025,37.57142857,weeks,f,head_circ,cm,1,33.48728634,0.040265278
fenton_2025,37.71428571,weeks,f,head_circ,cm,1,33.5648101,0.040046891
fenton_2025,37.85714286,weeks,f,head_circ,cm,1,33.64136284,0.039843298
fenton_2025,38,weeks,f,head_circ,cm,1,33.71702871,0.039651237
fenton_2025,38.14285714,weeks,f,head_circ,cm,1,33.79189184,0.039467444
fenton_2025,38.28571429,weeks,f,head_circ,cm,1,33.86603637,0.039288657
fenton_2025,38.42857143,weeks,f,head_circ,cm,1,33.93954644,0.039111612
fenton_2025,38.57142857,weeks,f,head_circ,cm,1,34.01250446,0.038933128
fenton_2025,38.71428571,weeks,f,head_circ,cm,1,34.08495292,0.038751889
fenton_2025,38.85714286,weeks,f,head_circ,cm,1,34.1568944,0.038568449
fenton_2025,39,weeks,f,head_circ,cm,1,34.22832977,0.03838344
fenton_2025,39.14285714,weeks,f,head_circ,cm,1,34.29925988,0.038197496
fenton_2025,39.28571429,weeks,f,head_circ,cm,1,34.36968556,0.038011252
fenton_2025,39.42857143,weeks,f,head_circ,cm,1,34.43960769,0.03782534
fenton_2025,39.57142857,weeks,f,head_circ,cm,1,34.509027,0.03764039
fenton_2025,39.71428571,weeks,f,head_circ,cm,1,34.57794148,0.037456934
fenton_2025,39.85714286,weeks,f,head_circ,cm,1,34.64634642,0.037275404
fenton_2025,40,weeks,f,head_circ,cm,1,34.71423699,0.037096231
fenton_2025,40.14285714,weeks,f,head_circ,cm,1,34.78160834,0.036919844
fenton_2025,40.28571429,weeks,f,head_circ,cm,1,34.84845564,0.036746672
fenton_2025,40.42857143,weeks,f,head_circ,cm,1,34.91477405,0.036577145
fenton_2025,40.57142857,weeks,f,head_circ,cm,1,34.98055925,0.036411675
fenton_2025,40.71428571,weeks,f,head_circ,cm,1,35.04581902,0.036250283
fenton_2025,40.85714286,weeks,f,head_circ,cm,1,35.11057321,0.036092603
fenton_2025,41,weeks,f,head_circ,cm,1,35.17484219,0.035938248
fenton_2025,41.14285714,weeks,f,head_circ,cm,1,35.23864635,0.035786834
fenton_2025,41.28571429,weeks,f,head_circ,cm,1,35.30200606,0.035637975
fenton_2025,41.42857143,weeks,f,head_circ,cm,1,35.36494169,0.035491286
fenton_2025,41.57142857,weeks,f,head_circ,cm,1,35.42747323,0.035346395
fenton_2025,41.71428571,weeks,f,head_circ,cm,1,35.48961129,0.035203201
fenton_2025,41.85714286,weeks,f,head_circ,cm,1,35.55135715,0.035061883
fenton_2025,42,weeks,f,head_circ,cm,1,35.61271169,0.034922627
fenton_2025,42.14285714,weeks,f,head_circ,cm,1,35.67367576,0.034785622
fenton_2025,42.28571429,weeks,f,head_circ,cm,1,35.73425025,0.034651057
fenton_2025,42.42857143,weeks,f,head_circ,cm,1,35.79443602,0.034519119
fenton_2025,42.57142857,weeks,f,head_circ,cm,1,35.85423406,0.034389996
fenton_2025,42.71428571,weeks,f,head_circ,cm,1,35.9136479,0.034263845
fenton_2025,42.85714286,weeks,f,head_circ,cm,1,35.97268365,0.034140796
fenton_2025,43,weeks,f,head_circ,cm,1,36.03134753,0.034020977
fenton_2025,43.14285714,weeks,f,head_circ,cm,1,36.08964574,0.033904516
fenton_2025,43.28571429,weeks,f,head_circ,cm,1,36.1475845,0.033791541
fenton_2025,43.42857143,weeks,f,head_circ,cm,1,36.20517003,0.03368218
fenton_2025,43.57142857,weeks,f,head_circ,cm,1,36.26240824,0.033576568
fenton_2025,43.71428571,weeks,f,head_circ,cm,1,36.31929841,0.033474995
fenton_2025,43.85714286,weeks,f,head_circ,cm,1,36.37583311,0.033377908
fenton_2025,44,weeks,f,head_circ,cm,1,36.43200466,0.033285759
fenton_2025,44.14285714,weeks,f,head_circ,cm,1,36.48780536,0.033199002
fenton_2025,44.28571429,weeks,f,head_circ,cm,1,36.54322751,0.03311809
fenton_2025,44.42857143,weeks,f,head_circ,cm,1,36.59826342,0.033043476
fenton_2025,44.57142857,weeks,f,head_circ,cm,1,36.6529066,0.032975586
fenton_2025,44.71428571,weeks,f,head_circ,cm,1,36.70717857,0.032914233
fenton_2025,44.85714286,weeks,f,head_circ,cm,1,36.76112883,0.032858616
fenton_2025,45,weeks,f,head_circ,cm,1,36.8148081,0.032807907
fenton_2025,45.14285714,weeks,f,head_circ,cm,1,36.86826709,0.032761278
fenton_2025,45.28571429,weeks,f,head_circ,cm,1,36.92155653,0.032717902
fenton_2025,45.42857143,weeks,f,head_circ,cm,1,36.97472713,0.032676951
fenton_2025,45.57142857,weeks,f,head_circ,cm,1,37.02782959,0.032637582
fenton_2025,45.71428571,weeks,f,head_circ,cm,1,37.08091428,0.032598611
fenton_2025,45.85714286,weeks,f,head_circ,cm,1,37.13403124,0.032558508
fenton_2025,46,weeks,f,head_circ,cm,1,37.18723047,0.03251573
fenton_2025,46.14285714,weeks,f,head_circ,cm,1,37.240562,0.032468733
fenton_2025,46.28571429,weeks,f,head_circ,cm,1,37.29407584,0.032415975
fenton_2025,46.42857143,weeks,f,head_circ,cm,1,37.347822,0.032355912
fenton_2025,46.57142857,weeks,f,head_circ,cm,1,37.40184595,0.032287079
fenton_2025,46.71428571,weeks,f,head_circ,cm,1,37.45608864,0.032209797
fenton_2025,46.85714286,weeks,f,head_circ,cm,1,37.51038646,0.032126176
fenton_2025,47,weeks,f,head_circ,cm,1,37.56457127,0.032038404
fenton_2025,47.14285714,weeks,f,head_circ,cm,1,37.61847492,0.031948668
fenton_2025,47.28571429,weeks,f,head_circ,cm,1,37.67192926,0.031859156
fenton_2025,47.42857143,weeks,f,head_circ,cm,1,37.72476616,0.031772054
fenton_2025,47.57142857,weeks,f,head_circ,cm,1,37.776821,0.031689512
fenton_2025,47.71428571,weeks,f,head_circ,cm,1,37.82801059,0.031612764
fenton_2025,47.85714286,weeks,f,head_circ,cm,1,37.87833309,0.031542136
fenton_2025,48,weeks,f,head_circ,cm,1,37.92779025,0.031477911
fenton_2025,48.14285714,weeks,f,head_circ,cm,1,37.97638378,0.031420373
fenton_2025,48.28571429,weeks,f,head_circ,cm,1,38.02411541,0.031369808
fenton_2025,48.42857143,weeks,f,head_circ,cm,1,38.07098687,0.031326499
fenton_2025,48.57142857,weeks,f,head_circ,cm,1,38.11699928,0.031290732
fenton_2025,48.71428571,weeks,f,head_circ,cm,1,38.16213975,0.031262798
fenton_2025,48.85714286,weeks,f,head_circ,cm,1,38.20638141,0.031242999
fenton_2025,49,weeks,f,head_circ,cm,1,38.24969678,0.031231634
fenton_2025,49.14285714,weeks,f,head_circ,cm,1,38.29205837,0.031229005
fenton_2025,49.28571429,weeks,f,head_circ,cm,1,38.33343871,0.031235412
fenton_2025,49.42857143,weeks,f,head_circ,cm,1,38.3738103,0.031251155
fenton_2025,49.57142857,weeks,f,head_circ,cm,1,38.4131525,0.031276471
fenton_2025,49.71428571,weeks,f,head_circ,cm,1,38.45160155,0.031310112
fenton_2025,49.85714286,weeks,f,head_circ,cm,1,38.48945062,0.031349345
fenton_2025,50,weeks,f,head_circ,cm,1,38.5269997,0.031391376
fenton_2025,23.5,weeks,f,length,cm,1,29.49967189,0.077163196
fenton_2025,23.57142857,weeks,f,length,cm,1,29.59935182,0.076995786
fenton_2025,23.71428571,weeks,f,length,cm,1,29.79870763,0.076660978
fenton_2025,23.85714286,weeks,f,length,cm,1,29.99805128,0.07632621
fenton_2025,24,weeks,f,length,cm,1,30.19737468,0.075991507
fenton_2025,24.14285714,weeks,f,length,cm,1,30.39666974,0.075656897
fenton_2025,24.28571429,weeks,f,length,cm,1,30.59592833,0.075322405
fenton_2025,24.42857143,weeks,f,length,cm,1,30.79514238,0.074988057
fenton_2025,24.57142857,weeks,f,length,cm,1,30.99430743,0.074653881
fenton_2025,24.71428571,weeks,f,length,cm,1,31.19350309,0.074319902
fenton_2025,24.85714286,weeks,f,length,cm,1,31.39289304,0.073986147
fenton_2025,25,weeks,f,length,cm,1,31.59264461,0.073652642
fenton_2025,25.14285714,weeks,f,length,cm,1,31.79292513,0.073319414
fenton_2025,25.28571429,weeks,f,length,cm,1,31.99390191,0.072986488
fenton_2025,25.42857143,weeks,f,length,cm,1,32.1957423,0.07265389
fenton_2025,25.57142857,weeks,f,length,cm,1,32.39860691,0.072321649
fenton_2025,25.71428571,weeks,f,length,cm,1,32.60250197,0.071989789
fenton_2025,25.85714286,weeks,f,length,cm,1,32.8072793,0.071658337
fenton_2025,26,weeks,f,length,cm,1,33.01278405,0.071327319
fenton_2025,26.14285714,weeks,f,length,cm,1,33.21886134,0.070996762
fenton_2025,26.28571429,weeks,f,length,cm,1,33.42535629,0.070666691
fenton_2025,26.42857143,weeks,f,length,cm,1,33.63211404,0.070337134
fenton_2025,26.57142857,weeks,f,length,cm,1,33.83898407,0.070008117
fenton_2025,26.71428571,weeks,f,length,cm,1,34.04591627,0.069679665
fenton_2025,26.85714286,weeks,f,length,cm,1,34.25296094,0.069351805
fenton_2025,27,weeks,f,length,cm,1,34.46017273,0.069024564
fenton_2025,27.14285714,weeks,f,length,cm,1,34.6676063,0.068697968
fenton_2025,27.28571429,weeks,f,length,cm,1,34.87531629,0.068372043
fenton_2025,27.42857143,weeks,f,length,cm,1,35.08335738,0.068046816
fenton_2025,27.57142857,weeks,f,length,cm,1,35.29177826,0.067722312
fenton_2025,27.71428571,weeks,f,length,cm,1,35.50049092,0.067398558
fenton_2025,27.85714286,weeks,f,length,cm,1,35.70927063,0.067075581
fenton_2025,28,weeks,f,length,cm,1,35.91788671,0.066753407
fenton_2025,28.14285714,weeks,f,length,cm,1,36.12610847,0.066432061
fenton_2025,28.28571429,weeks,f,length,cm,1,36.33370523,0.066111571
fenton_2025,28.42857143,weeks,f,length,cm,1,36.54044631,0.065791963
fenton_2025,28.57142857,weeks,f,length,cm,1,36.74611297,0.065473263
fenton_2025,28.71428571,weeks,f,length,cm,1,36.95076119,0.065155497
fenton_2025,28.85714286,weeks,f,length,cm,1,37.1547217,0.064838692
fenton_2025,29,weeks,f,length,cm,1,37.35833713,0.064522874
fenton_2025,29.14285714,weeks,f,length,cm,1,37.56195016,0.064208069
fenton_2025,29.28571429,weeks,f,length,cm,1,37.76590342,0.063894303
fenton_2025,29.42857143,weeks,f,length,cm,1,37.97053958,0.063581604
fenton_2025,29.57142857,weeks,f,length,cm,1,38.17618353,0.063269997
fenton_2025,29.71428571,weeks,f,length,cm,1,38.38275144,0.062959508
fenton_2025,29.85714286,weeks,f,length,cm,1,38.58975081,0.062650165
fenton_2025,30,weeks,f,length,cm,1,38.79667135,0.062341992
fenton_2025,30.14285714,weeks,f,length,cm,1,39.00300279,0.062035017
fenton_2025,30.28571429,weeks,f,length,cm,1,39.20823484,0.061729266
fenton_2025,30.42857143,weeks,f,length,cm,1,39.41185722,0.061424765
fenton_2025,30.57142857,weeks,f,length,cm,1,39.61337667,0.061121541
fenton_2025,30.71428571,weeks,f,length,cm,1,39.81269157,0.06081962
fenton_2025,30.85714286,weeks,f,length,cm,1,40.01009189,0.060519027
fenton_2025,31,weeks,f,length,cm,1,40.20588464,0.06021979
fenton_2025,31.14285714,weeks,f,length,cm,1,40.40037684,0.059921935
fenton_2025,31.28571429,weeks,f,length,cm,1,40.5938755,0.059625488
fenton_2025,31.42857143,weeks,f,length,cm,1,40.78668762,0.059330476
fenton_2025,31.57142857,weeks,f,length,cm,1,40.97910425,0.059036924
fenton_2025,31.71428571,weeks,f,length,cm,1,41.17104905,0.058744859
fenton_2025,31.85714286,weeks,f,length,cm,1,41.36207831,0.058454307
fenton_2025,32,weeks,f,length,cm,1,41.55173236,0.058165296
fenton_2025,32.14285714,weeks,f,length,cm,1,41.73955151,0.05787785
fenton_2025,32.28571429,weeks,f,length,cm,1,41.92507608,0.057591997
fenton_2025,32.42857143,weeks,f,length,cm,1,42.1078464,0.057307762
fenton_2025,32.57142857,weeks,f,length,cm,1,42.28743184,0.057025172
fenton_2025,32.71428571,weeks,f,length,cm,1,42.46406993,0.056744254
fenton_2025,32.85714286,weeks,f,length,cm,1,42.63866641,0.056465033
fenton_2025,33,weeks,f,length,cm,1,42.81215605,0.056187536
fenton_2025,33.14285714,weeks,f,length,cm,1,42.98547362,0.055911789
fenton_2025,33.28571429,weeks,f,length,cm,1,43.15955388,0.055637819
fenton_2025,33.42857143,weeks,f,length,cm,1,43.33533162,0.055365652
fenton_2025,33.57142857,weeks,f,length,cm,1,43.51370341,0.055095314
fenton_2025,33.71428571,weeks,f,length,cm,1,43.69468705,0.054826832
fenton_2025,33.85714286,weeks,f,length,cm,1,43.87742165,0.054560231
fenton_2025,34,weeks,f,length,cm,1,44.06100807,0.054295539
fenton_2025,34.14285714,weeks,f,length,cm,1,44.24454718,0.054032781
fenton_2025,34.28571429,weeks,f,length,cm,1,44.42713988,0.053771984
fenton_2025,34.42857143,weeks,f,length,cm,1,44.60788702,0.053513174
fenton_2025,34.57142857,weeks,f,length,cm,1,44.78591459,0.053256377
fenton_2025,34.71428571,weeks,f,length,cm,1,44.96092565,0.05300162
fenton_2025,34.85714286,weeks,f,length,cm,1,45.13320039,0.05274893
fenton_2025,35,weeks,f,length,cm,1,45.30304407,0.052498331
fenton_2025,35.14285714,weeks,f,length,cm,1,45.47076199,0.052249852
fenton_2025,35.28571429,weeks,f,length,cm,1,45.6366594,0.052003517
fenton_2025,35.42857143,weeks,f,length,cm,1,45.80104158,0.051759354
fenton_2025,35.57142857,weeks,f,length,cm,1,45.96420318,0.051517389
fenton_2025,35.71428571,weeks,f,length,cm,1,46.12619432,0.051277648
fenton_2025,35.85714286,weeks,f,length,cm,1,46.28682057,0.051040156
fenton_2025,36,weeks,f,length,cm,1,46.44587692,0.050804942
fenton_2025,36.14285714,weeks,f,length,cm,1,46.60315831,0.05057203
fenton_2025,36.28571429,weeks,f,length,cm,1,46.7584597,0.050341448
fenton_2025,36.42857143,weeks,f,length,cm,1,46.91157607,0.050113222
fenton_2025,36.57142857,weeks,f,length,cm,1,47.06230918,0.049887376
fenton_2025,36.71428571,weeks,f,length,cm,1,47.2106177,0.049663912
fenton_2025,36.85714286,weeks,f,length,cm,1,47.35661717,0.049442807
fenton_2025,37,weeks,f,length,cm,1,47.50042994,0.049224035
fenton_2025,37.14285714,weeks,f,length,cm,1,47.64217837,0.049007573
fenton_2025,37.28571429,weeks,f,length,cm,1,47.78198483,0.048793396
fenton_2025,37.42857143,weeks,f,length,cm,1,47.91997167,0.04858148
fenton_2025,37.57142857,weeks,f,length,cm,1,48.0562603,0.0483718
fenton_2025,37.71428571,weeks,f,length,cm,1,48.19094999,0.048164332
fenton_2025,37.85714286,weeks,f,length,cm,1,48.32411794,0.047959051
fenton_2025,38,weeks,f,length,cm,1,48.45584039,0.047755933
fenton_2025,38.14285714,weeks,f,length,cm,1,48.58619355,0.047554954
fenton_2025,38.28571429,weeks,f,length,cm,1,48.71525367,0.047356088
fenton_2025,38.42857143,weeks,f,length,cm,1,48.84309695,0.047159313
fenton_2025,38.57142857,weeks,f,length,cm,1,48.96979962,0.046964602
fenton_2025,38.71428571,weeks,f,length,cm,1,49.09543751,0.046771932
fenton_2025,38.85714286,weeks,f,length,cm,1,49.22008606,0.046581278
fenton_2025,39,weeks,f,length,cm,1,49.3438207,0.046392616
fenton_2025,39.14285714,weeks,f,length,cm,1,49.46671686,0.046205922
fenton_2025,39.28571429,weeks,f,length,cm,1,49.58884997,0.04602117
fenton_2025,39.42857143,weeks,f,length,cm,1,49.71029547,0.045838337
fenton_2025,39.57142857,weeks,f,length,cm,1,49.8311288,0.045657398
